,TO_length_in_sec,TO_OMC_Duration,Calls Count,Connection Made Calls,Dial Attempt Calls,technical_quality_score,customer_talk_percentage,agent_talk_percentage,total_discovery_questions,goal1_questions,goal2_questions,goal3_questions,total_buying_signals,total_resistance_signals,time_to_reason_seconds,total_objections,objections_acknowledged,objections_rebutted,acknowledgement_rate,price_mentions_final_2min,timeline_mentions_final_2min,contract_mentions_final_2min,price_timeline_contract_before_dropoff,average_monologue_length,longest_monologue_length,extended_monologues_count,short_monologues,medium_monologues,long_monologues,very_long_monologues,total_interruptions,interruption_rate,name_usage_count,rapport_elements_count,empathy_responses,empathy_response_rate,total_call_duration,time_in_final_stage,call_duration_group
timeline_mentions_final_2min,0.06392545005733832,0.15868888707647527,0.00292281996014265,0.011085723342731842,-0.0003328688766816195,-0.021030619336816422,0.13949461989655237,0.04211497216971771,0.06277422490671786,0.04106830999726392,0.06714155138034508,0.0013156599399518562,0.12131895568147745,0.24494533060591497,0.0771990914772936,0.24577227561750004,0.2797817163695532,0.13592702346221597,0.26598353663302443,0.07203771138851403,1.0,-0.012184954055955514,0.7838208832896824,-0.056835897952494364,-0.029257812710383965,0.061834896238823385,0.15897491561997162,0.12404673123720593,0.08719604101705515,-0.038272816585945585,0.11235509126677619,0.10363414605486726,0.13606624383351443,0.14353089717594797,0.22701230387383647,0.2165289773896459,0.17068181689406425,0.0823935178926726,
contract_mentions_final_2min,-0.02989636636979943,0.07095965015440814,-0.021173314802603056,0.04322103336205737,-0.037779449579198335,0.020269475757298303,0.03207217799838029,0.011301670897213737,0.08163221899639218,0.022403764507125414,0.15555390033977237,-0.012749197016950448,0.00917549506698706,0.001955551078580827,0.014520674587571832,0.009136663629247893,-0.003827758209902631,-0.038180650954375187,-0.01096071092600253,0.11679469288997646,-0.012184954055955514,1.0,0.17354353651940763,-0.003166352571625419,0.00553674234531758,0.10162660298443527,-0.001812018019122688,0.06652068914702938,0.1276583753863266,-0.02600242877565587,-0.015194109591932674,-0.01859839740376983,-0.014073749187643226,0.025560484185253186,-0.028608139962361532,-0.028904450239563107,0.07431118064239396,-0.043468065275196706,
price_timeline_contract_before_dropoff,0.09435041395872237,0.25356409682536823,0.013145526622307177,-0.004083045387183357,0.016053299307259,0.006662313824062579,0.20565313077716765,0.04906202397299226,0.10747217787353606,0.0638651216451501,0.13201464735509577,0.01178517730047284,0.22782062496277994,0.39470831534773926,0.09294839708128227,0.37058532036880587,0.24451838000941845,0.1912557482005085,0.21080787199577175,0.6635792251029006,0.7838208832896824,0.17354353651940763,1.0,-0.06750006425574794,-0.016368284925306578,0.11272681626566407,0.20985276885775328,0.19211761560964447,0.13881934599923695,-0.033797734729367375,0.2232968219959827,0.17813963112536188,0.14541898106612508,0.14839094447959736,0.20546741671264857,0.18258291587830172,0.25913962960824677,0.07672786447642178,
average_monologue_length,-0.05686134984734488,-0.1828686607090868,0.044956998291338424,0.061610785324271444,0.030312557564757533,0.06394604256390302,-0.10924955694530114,0.34943143564693546,-0.12138662789048178,-0.11171651261107383,-0.07420334263634222,-0.041591714644844666,-0.04938832667235276,-0.12536986115382448,0.1447240466375339,-0.11883101384043222,-0.07677234928114691,-0.06545998152496225,-0.06574556737640667,-0.04078175583412421,-0.056835897952494364,-0.003166352571625419,-0.06750006425574794,1.0,0.8276098312700587,0.14400982938481746,-0.1989406404815487,-0.15763105762651955,-0.0005452608730099835,0.47611211793512187,-0.06310284675676758,-0.04572703429668448,0.02014939778447274,0.0358164756037209,-0.04388807329199975,-0.03336670178691014,-0.174948747050323,-0.06369551781345717,
longest_monologue_length,-0.039119942781513345,0.002088806973346793,0.032846314672523094,0.002179870786405556,0.03608326463566756,0.08762959008346327,0.07911011648895912,0.3422543497001283,0.005506757625036312,0.006227055121861401,0.014337652728221703,-0.03781571284491632,0.024592356452996848,-0.009191029177519187,0.1973876332970116,0.005654182359126792,-0.01559272423863923,-0.01488575892252071,0.007977286140823006,0.007496456167836319,-0.029257812710383965,0.00553674234531758,-0.016368284925306578,0.8276098312700587,1.0,0.2870143466688785,-0.1366428654279031,-0.04779153265462277,0.10205638005971981,0.6103229334846593,0.0332521028200926,0.025271644161914828,0.12982036549825837,0.17681396816276287,0.020976530955572312,0.03576432962810327,0.00843543238046228,-0.01243838026662007,
extended_monologues_count,-0.023008630376884415,0.34434488596984236,-0.032120363713933286,-0.060872385343533356,-0.016173961388737196,0.06004507268767086,0.36773872736364527,0.1362887610640343,0.2560929633956148,0.19942531649388673,0.24356058663507388,0.021510929045129804,0.19022226093678193,0.13800491675417878,0.20498359540270503,0.17478629989371067,0.12019555846265109,0.1433352520804132,0.1810286528395527,0.09133311266734205,0.061834896238823385,0.10162660298443527,0.11272681626566407,0.14400982938481746,0.2870143466688785,1.0,-0.15462685015134578,0.2516442418226906,0.9136113298169971,0.30824553230500695,0.08240833905920944,0.05074200139887737,0.2311057194783109,0.31912737875618874,0.12822830765854393,0.12924256541760254,0.35581342036631286,0.10885047968244774,
short_monologues,0.044700919044367564,0.4389085847003639,-0.05531729867800277,-0.08901564397681248,-0.03300113878930511,0.07505896411704702,0.12307043759064383,0.24625531784376908,0.4779146572806042,0.4090391568696542,0.35688848870159806,0.11513276092375838,0.21088895519685658,0.33368516042109564,0.04292264430626093,0.3084540583276237,0.23045845795013217,0.1791167365570481,0.20565560675072417,0.1507653158089206,0.15897491561997162,-0.001812018019122688,0.20985276885775328,-0.1989406404815487,-0.1366428654279031,-0.15462685015134578,1.0,0.2513346849759086,-0.1003035655210754,-0.17601295826430954,0.2901634190881516,0.18763417398729515,0.20655583663503713,0.2717241897322367,0.14897996096273108,0.12136654364421813,0.41960115469287507,0.08184550838012805,
medium_monologues,0.08414159156406087,0.5395428886326198,-0.023395228884603596,-0.01844769474906752,-0.02020383318882289,0.045439994678976,0.4798080770075965,0.14503447463683938,0.5599077460830709,0.4986908082247694,0.38989340622845303,0.12168721454645452,0.21818951923915983,0.326012012062588,0.13527000984004192,0.3505167998167982,0.28261251132255794,0.25444301621344023,0.28481724319464263,0.1511547510738707,0.12404673123720593,0.06652068914702938,0.19211761560964447,-0.15763105762651955,-0.04779153265462277,0.2516442418226906,0.2513346849759086,1.0,0.2634636187915115,-0.0755011846942205,0.21611412434135632,0.14205817725674058,0.29773141954790194,0.41754874744331577,0.22098640938370673,0.2188055579666745,0.5255697254715422,0.18766438963656373,
long_monologues,-0.039919630112742535,0.35121437611708944,-0.06240898565418544,-0.05694981665282417,-0.05137773281419075,0.04217585010327102,0.3724707924883952,0.0923510746036413,0.26911948475298697,0.20503769180947817,0.2542286952842162,0.04032251639853759,0.22214560934885463,0.1580760938212604,0.17601250895519396,0.19510926438711554,0.14556062139118328,0.1568167872869123,0.20981647519410707,0.09727581876610063,0.08719604101705515,0.1276583753863266,0.13881934599923695,-0.0005452608730099835,0.10205638005971981,0.9136113298169971,-0.1003035655210754,0.2634636187915115,1.0,-0.010343746338653282,0.0866072040647881,0.059734283101618414,0.22463413756143286,0.30197734765057827,0.14668822427526376,0.14826441456946912,0.3652035372743609,0.09292846009279114,
very_long_monologues,0.004578709149332605,0.0037669508368142024,0.08567655491574072,0.020476548603781113,0.08930759682729968,0.04226853655970709,0.03245728910605936,0.1455785830523542,-0.02831523093514567,-0.01367193702699859,-0.020641553140127333,-0.045554729277810256,-0.0359454101656704,-0.06652592898655804,0.11077161439433933,-0.05176259862120333,-0.031836415491537234,-0.043600634487406593,-0.041042064230621095,-0.0019309543313764269,-0.038272816585945585,-0.02600242877565587,-0.033797734729367375,0.47611211793512187,0.6103229334846593,0.30824553230500695,-0.17601295826430954,-0.0755011846942205,-0.010343746338653282,1.0,0.000281768522368649,-0.0185803802547931,0.08265339333529914,0.07218475069665699,-0.0591933570703111,-0.04501326540970965,0.01011601561328046,0.01840127280848612,
total_interruptions,0.0586427121659274,0.32396434074521324,-0.03621888944828991,-0.009590759790655,-0.03744982488329554,0.011794999680987423,0.244377919591642,0.04978742336391445,0.28333760154759496,0.257817133625587,0.17705779414159278,0.12033155985628864,0.1103350893735881,0.32424777105106367,0.06402284121308442,0.3207972983868455,0.24037621051411376,0.21259428029279506,0.16361844227303066,0.2260906282637192,0.11235509126677619,-0.015194109591932674,0.2232968219959827,-0.06310284675676758,0.0332521028200926,0.08240833905920944,0.2901634190881516,0.21611412434135632,0.0866072040647881,0.000281768522368649,1.0,0.8819035344532546,0.18087689221897674,0.1859109050410304,0.10882871217773166,0.0978394702925659,0.3220546390633413,0.17032535074297236,
interruption_rate,0.056054997411384706,0.1492616149932073,-0.04326149860516793,-0.0027174944054489196,-0.047574818952885345,0.030774251248892853,0.200249393485191,0.0697091398250895,0.145341016770999,0.1383877637198597,0.070174036509941,0.09735577859410136,0.05932582607885591,0.2620162021764613,0.05515856189420365,0.2676325468287739,0.16918657298773507,0.15606527493903183,0.11085686190509748,0.16470120999533228,0.10363414605486726,-0.01859839740376983,0.17813963112536188,-0.04572703429668448,0.025271644161914828,0.05074200139887737,0.18763417398729515,0.14205817725674058,0.059734283101618414,-0.0185803802547931,0.8819035344532546,1.0,0.20715261002203977,0.15784783278324635,0.08073337264012372,0.06992175147934307,0.14253870773039606,0.08426247997806624,
