,TO_length_in_sec,TO_OMC_Duration,Calls Count,Connection Made Calls,Dial Attempt Calls,technical_quality_score,customer_talk_percentage,agent_talk_percentage,total_discovery_questions,goal1_questions,goal2_questions,goal3_questions,total_buying_signals,total_resistance_signals,time_to_reason_seconds,total_objections,objections_acknowledged,objections_rebutted,acknowledgement_rate,price_mentions_final_2min,timeline_mentions_final_2min,contract_mentions_final_2min,price_timeline_contract_before_dropoff,average_monologue_length,longest_monologue_length,extended_monologues_count,short_monologues,medium_monologues,long_monologues,very_long_monologues,total_interruptions,interruption_rate,name_usage_count,rapport_elements_count,empathy_responses,empathy_response_rate,total_call_duration,time_in_final_stage,call_duration_group
goal2_questions,-0.03557668040126722,0.14507964845290408,-0.03792467279020509,0.05302371020580164,-0.059551371871943856,0.0032845848166761877,0.2684005931906573,0.2836421972761756,0.6533191112539921,0.28968256266265124,1.0,0.171532769397475,0.19753581021299682,0.12579191520817767,0.04148740381438431,0.0721247373047967,0.11855048281793147,0.05715943241721711,0.12693212864356446,0.01981418182244811,0.04391179826432962,0.0782779949213383,0.067369919784984,0.0566601231498376,0.10067264100824458,0.22721560645822267,0.12798707416584296,0.22308629943275698,0.21479241544857694,0.1393602452974195,0.14213505638091792,0.09978229149488622,0.03513848354186744,0.22954236482682597,0.16883403366675923,0.12464400712268733,0.0923850932776053,0.11927247948652586,
goal3_questions,-0.028942852871319553,0.2338187097790661,0.0035715308834988945,-0.0026385867656082483,0.004852388259961542,0.03328683535092371,0.06609871724416602,0.08158938819900344,0.48358122251389485,0.18867743745983784,0.171532769397475,1.0,0.3243957232241627,0.12639511010363552,-0.017841446793020327,0.06328688447828186,0.04554170510915437,0.09518788066156293,0.014770401125545203,0.035863786984872095,0.056299982192466506,0.07075775858988131,0.053403283450638606,0.01469673389184513,0.02201475291135888,0.17799280022967245,0.08328063423757794,0.13552216103837753,0.17551389311484067,0.13347673271197394,0.04972203679989279,-0.016390372674406684,0.04584647094642666,0.024841077916798786,0.0374197737580888,0.012784662460614655,0.2232381587308813,0.12118732383044033,
total_buying_signals,0.00021704429038834142,0.45805597297727,-0.001562336640880868,0.02973351051534496,-0.01129542494978192,0.03494535060018264,0.11354908881722812,0.19811333040190288,0.4292389715161831,0.37069281685900135,0.19753581021299682,0.3243957232241627,1.0,0.23003980298802895,0.04327046270899967,0.12316580926769978,0.180918886444223,0.19119508509989505,0.15909693927633725,0.18787275896447173,0.1710980746170702,0.06952950408585537,0.238287759103163,0.09273053523448473,0.21175530462249859,0.33798361526382364,0.3976740840797452,0.3983719324309992,0.44260361471877396,0.27570741744948934,0.1498039129369565,0.011655048804413074,0.12913806192941485,0.20288843147230326,0.15101605577914629,0.11718670278634155,0.39333044172576537,0.2870589225913255,
total_resistance_signals,0.042252937160274624,0.24968225809564623,0.0213014263267894,0.07104193396361524,0.0010881993618824758,-0.0148822851297038,0.26658825340918424,0.2595080854973264,0.17423785534909816,0.12655430886338334,0.12579191520817767,0.12639511010363552,0.23003980298802895,1.0,0.08182900529486725,0.8945244308319832,0.5608271686087594,0.7235862695277242,0.2606770950928662,0.22775575994876565,0.21687245603248523,0.15503702861979105,0.3363943189044604,0.09600657495060094,0.0918624226322148,0.269394382120068,0.1586681946025991,0.22106124188548162,0.28917406750344454,0.22661128134826347,0.18569166802163087,0.10305056474848803,0.14299836658718468,0.1489737214359543,0.3801056758581366,0.18383983211865543,0.21566080282717665,0.2226055271336165,
time_to_reason_seconds,0.10649016635071758,0.05795496364664515,0.014216937603956347,0.04325499226598689,0.0022187498896766916,0.029601326950244804,0.13731610806097103,0.14113187789033677,0.10068344036325211,0.12831784469588728,0.04148740381438431,-0.017841446793020327,0.04327046270899967,0.08182900529486725,1.0,0.07426019656770393,0.10100238962483789,0.09998733828440239,0.07726592833320267,0.07126807021503186,0.05093289772781561,0.029657726984922115,0.05148052125990892,0.033898987495200164,0.04280940197912149,0.09083184343220493,0.04720296269143676,0.11060965017342975,0.14499295946023655,0.09228439426519704,0.12855020460421154,0.052502900718153576,0.056252580120630696,0.1797389615828115,0.11039889593083567,0.08096681409225785,0.06661331141893442,0.0647188451796906,
total_objections,0.04870767460564178,0.21518246069883817,0.03365506812547001,0.0590598108128818,0.018788712037955915,-0.013159694523634783,0.2605389234450395,0.2692291236197487,0.08692540175356647,0.057312512152843505,0.0721247373047967,0.06328688447828186,0.12316580926769978,0.8945244308319832,0.07426019656770393,1.0,0.6059707710243568,0.8026787019324267,0.21947137550433976,0.24369635649596275,0.199650984347257,0.16480641471261329,0.34585602277173955,0.11447323412051648,0.10917287242653416,0.2462593271180085,0.13094781664843,0.17643368284195418,0.23436834378064994,0.22716818173210668,0.17864964780115208,0.08981604995367472,0.18599473056864552,0.16000769304424756,0.387005879050058,0.17514808900944606,0.1892280973343367,0.18029981478790702,
objections_acknowledged,0.09314852728112318,0.2526798346543571,0.030629611383038435,0.04912897933397617,0.018583023890377397,0.0021189068443081423,0.16116132369701702,0.2003874456564148,0.1311665102768247,0.09982787059830744,0.11855048281793147,0.04554170510915437,0.180918886444223,0.5608271686087594,0.10100238962483789,0.6059707710243568,1.0,0.5086973765033455,0.72968260458583,0.1809976861521649,0.19988727033626447,0.06481000333840897,0.21721324237998713,0.15550374895126298,0.16073960136817939,0.25581453876349475,0.15803015723103725,0.2263244285573526,0.2717278314307864,0.2701794670714359,0.21907414058463714,0.10714206420236126,0.09339645009244667,0.16932607077109627,0.6384090480381737,0.4734966475356896,0.2646151032572081,0.19570276792119395,
objections_rebutted,0.0031817681507900954,0.3593981414629946,0.030605816618332612,0.06651706282961618,0.012975469903377874,0.0013400961085914195,0.18879393034966482,0.20202626617056377,0.12908051332262477,0.11441570334853034,0.05715943241721711,0.09518788066156293,0.19119508509989505,0.7235862695277242,0.09998733828440239,0.8026787019324267,0.5086973765033455,1.0,0.21673854654657046,0.2166451582736724,0.21742367752978253,0.12423829618574288,0.33654051190760376,0.14708628676660473,0.12946842368469288,0.3630873821373838,0.13987846999330106,0.20678999015517638,0.3405925911704325,0.3162028242746215,0.24739416454407862,0.11819203933489034,0.20805073643742628,0.13692540035696224,0.29246629530134405,0.1286465236824937,0.33178265436583204,0.22633506648338786,
acknowledgement_rate,0.022024906614878655,0.1424913015180849,0.02033025595192598,0.02094614428503865,0.016077733547486973,0.044421484962925216,0.193425299700916,0.2413498687261105,0.15807542677672076,0.1452836195925231,0.12693212864356446,0.014770401125545203,0.15909693927633725,0.2606770950928662,0.07726592833320267,0.21947137550433976,0.72968260458583,0.21673854654657046,1.0,0.09736578860743327,0.17346011587861768,0.043645534771975324,0.1268065874592654,0.14198876828299992,0.1629760851686491,0.19878006056214345,0.14072198414881978,0.1592843696250926,0.18102220417888257,0.19865492735030438,0.1739303471765624,0.11518484042983342,0.09836014360122769,0.24042057669563366,0.5185994832900738,0.5979002842698533,0.15035425668802535,0.14124041890033737,
price_mentions_final_2min,0.022192311284666043,0.15354375857409386,-0.0186393661337338,-0.05894036373739989,-0.0019867831277652665,-0.031170964127170703,0.14385831278209615,0.15760125742301972,0.061057392023905706,0.06198392644250763,0.01981418182244811,0.035863786984872095,0.18787275896447173,0.22775575994876565,0.07126807021503186,0.24369635649596275,0.1809976861521649,0.2166451582736724,0.09736578860743327,1.0,0.36331504194931724,0.17171149960865842,0.7202190887617815,0.059939391541802146,0.1293557672159215,0.17146752240603294,0.1031945004374127,0.13382431077077184,0.17447404524758844,0.10096495594163538,0.08689096281372088,0.017006494105564898,0.08249889894007603,0.1783869328043109,0.1778396040524941,0.0967002449147022,0.14260003677145996,0.12922811870034856,
