,LQ_Company_Name,LQ_Company_Address,LQ_Service,LQ_Customer_Name,Calls Count,Connection Made Calls,TO_Event_O,timezone,season_status,TO_User_M,lgs_sentiment_style,lgs_agent_gender,TO_length_in_sec,is_decision_maker,ready_for_customers,forbidden_industry,ready_to_transfer,customer_sentiment_lgs,customer_sentiment_omc,customer_language,customer_knows_marketing,customer_availability,who_said_hello_first_lgs,customer_marketing_experience,technical_quality_score,technical_quality_issues,TO_OMC_Disposiion,omc_agent_sentiment_style,omc_who_said_hello_first,customer_talk_percentage,total_discovery_questions,total_buying_signals,time_to_reason_seconds,location_mentioned,business_type_mentioned,within_45_seconds,call_structure_framed,total_objections,objections_acknowledged,price_mentions_final_2min,timeline_mentions_final_2min,contract_mentions_final_2min,objections_rebutted,total_interruptions,commitment_type,call_result_tag
LQ_Company_Name,1.0,0.6689449317701552,0.5268637465876921,0.6184886075162882,0.0061472551024240145,-0.013816701052486634,0.6256741601944716,0.026368337166204785,0.15893388535579617,0.19354541456921445,0.278035437037663,-8.162995736511117e-05,0.10890492211995521,0.08481974742846796,0.05255703155703227,0.06230087818956106,0.042281898006987305,0.16606939062101564,0.26303436576214045,0.16080429476405353,0.03684750862855232,-0.0568143482433418,0.07117962338796882,0.229164109256598,-0.2021942653821758,0.17835988602350805,0.3458726177933845,0.2898474429590093,0.07820920685257943,-0.025757450554424254,0.3820416063181394,0.39828403152394076,0.06206912716335438,0.1598897691499932,0.12249486167870774,0.011585611244177327,0.10571214610353763,0.24165579810669516,0.24864438855436405,0.2148603018144044,0.11772214767614307,0.14577812640860388,0.2506135788630557,0.3097506308349689,0.20447572196421007,0.293077180879609
LQ_Company_Address,0.6689449317701552,1.0,0.7016703008218862,0.7386805426775866,-0.02347235813103296,-0.06249012648783917,0.730767964941082,0.0712123831544909,0.0974203544514941,0.2678127935141297,0.20276065976197666,-0.05966116678179415,0.03433202724140786,0.09700409852465111,0.09648293131095544,0.09246445160177354,0.14499302835212163,0.2140547134587645,0.1820885096948726,0.08772110290373628,0.1041677098949048,0.029047496304189593,0.08640850866209247,0.29063717234692704,-0.2094365193406813,0.2396451377896919,0.24635790847891229,0.22637167594285554,0.054481664856696366,0.04066678664311584,0.37617157955439967,0.5450229906035112,-0.02162430366086631,0.19546572503118442,0.039433593610305726,-0.007843158815663148,0.060684587608158376,0.1485888101578046,0.20361223297008496,0.2312275599195495,0.08835593487621558,0.21831016504861914,0.26897217394972844,0.2907992693007452,0.18405328587559083,0.21132527620776603
LQ_Service,0.5268637465876921,0.7016703008218862,1.0,0.6346731653694718,0.023254447819151123,-0.012828956169456687,0.7056297015456064,0.028306679171026104,0.07300352546907667,0.27880438523743467,0.17840940461663746,0.010224299714458873,0.02309164653308495,0.13511172478410366,0.12566106061098736,0.07245850867381651,0.1421883633591563,0.23508581340051668,0.23538976566576522,0.0044660320293247865,0.08524671640879702,0.03592391802825959,0.10533212756488362,0.23348700829491048,-0.17519809779898754,0.17515716590931357,0.3498075114268232,0.23042131835071486,0.18516140931838232,0.1753323213094834,0.40758089347090515,0.49258598494507216,0.16062110542208194,0.2954646727581502,0.09218175114362238,0.06194080036280042,0.17388143767230016,0.20817065883472297,0.20659061220464248,0.3173778739934704,0.15377192317866523,0.23051419692810132,0.29675521158967855,0.31410305464232907,0.2728725046658298,0.3000209781950379
LQ_Customer_Name,0.6184886075162882,0.7386805426775866,0.6346731653694718,1.0,-0.039765954554454266,-0.10373409813578983,0.6920223320922625,0.09201626411487279,0.13357050481830496,0.1962834592903171,0.1997778960314203,-0.0423592814716879,0.09934954055033209,0.11086994014251499,0.1313007795655293,0.07816656985188497,0.1397135560575149,0.14363204209534877,0.25300154882199827,0.07588832657396659,0.11174234521614007,-0.04349106447231875,0.026084077201253743,0.28424155247851385,-0.10588591165439595,0.21983187839046786,0.3217963624826193,0.3085228652117045,0.166433286760605,0.09512655735366206,0.47103455779680337,0.5702561760016098,0.033331546715039045,0.24605049283012023,0.17348012007230817,0.14778148337233254,0.19442124563978003,0.2258003646623177,0.2568001177987856,0.315620773379115,0.16983203195575616,0.19144845804354024,0.2619252416703649,0.28419704877416363,0.2179190780894954,0.36920433639421396
Calls Count,0.0061472551024240145,-0.02347235813103296,0.023254447819151123,-0.039765954554454266,1.0,0.5105718316408889,0.0103234290664288,0.13463559811322315,-0.0860216592548194,0.051029129429092664,0.1083679037077573,0.043089920136187634,-0.1680443576473347,-0.07298464963510613,-0.04095033540742742,-0.03666267120243633,0.08720389057852236,0.10252364007892992,-0.0913933272733839,0.012245292012892608,0.059901771340617284,0.03755067965957146,0.04834521285013579,-0.10794774313729914,-0.006267967357594213,0.08415597186807353,-0.00232627708094368,-0.01670216231874838,0.024285192745663757,-0.07727513853223449,-0.1080187308301769,0.010295458807184738,-0.04684937903354202,-0.0697839006587173,-0.12984087253625534,-0.1295267226843434,-0.04295346360757684,-0.030855152680275857,-4.411694079461081e-05,0.004052712987452028,0.031757370454391684,-0.03186245308983754,-0.08124272548635585,-0.07860427413201222,0.11138392412268619,-0.030812079922582215
Connection Made Calls,-0.013816701052486634,-0.06249012648783917,-0.012828956169456687,-0.10373409813578983,0.5105718316408889,1.0,0.007663194217141003,0.021437290543712188,0.06914063471511012,-0.03268940660591197,0.10823830592212513,0.027622036532407936,-0.08662340257228164,0.02592561345405156,-0.032342787607629285,0.0722554040062062,0.0900318290755224,0.02091290850050151,0.049191904552172455,0.005947334386248032,0.10329347925918285,-0.01845329684225299,0.07701139681568146,-0.12439004734099358,-0.010591347863607822,-0.02798771281187409,0.1066266816548823,-0.049849167528242894,0.06531387888623516,-0.012297777159567754,-0.018298977182959825,0.07060500399997423,0.11724673451342399,-0.05170189155210389,-0.08796481906659198,-0.11173111412390949,0.021629770561387585,-0.032248344002112225,0.012430654133298564,0.038444562641882694,0.00880503833188846,-0.07515095420113925,-0.05540415488839928,-0.07012350997518414,-0.009081912298149334,0.015011575049628191
TO_Event_O,0.6256741601944716,0.730767964941082,0.7056297015456064,0.6920223320922625,0.0103234290664288,0.007663194217141003,1.0,0.05427221423184727,-0.0018443300549782207,0.3808417093491131,0.2640655226606665,0.11402018656497503,0.04986201519335985,0.06621863114736336,0.0868018212133404,0.024991007733970276,0.08781459439149193,0.26433743069424365,0.22007247835131583,-0.03866025357495541,0.02779249318525957,0.0060266061934590685,0.24374941502279748,0.3014393144635531,-0.15763475467087742,0.28767267573831085,0.30121568939519316,0.21248346750543717,0.062382708307731065,0.07739410525990634,0.4215886189862484,0.5211035593852678,0.16598870321400166,0.2007061440904712,0.014517502992080577,-0.06876688435000175,0.059612250205635785,0.15360316560702608,0.15618832732845742,0.31300758356349756,0.14724147547550043,0.23583560698288433,0.27883260796534637,0.3256161183020263,0.23549009282219036,0.22242591495056846
timezone,0.026368337166204785,0.0712123831544909,0.028306679171026104,0.09201626411487279,0.13463559811322315,0.021437290543712188,0.05427221423184727,1.0,-0.05342962117756284,-0.004925379585484731,-0.05905047029412175,-0.007530652195546804,0.057251501313303116,-0.02621368307676718,0.016235256288947245,0.0413584163973858,0.04706343967793586,-0.11010931322186665,0.1267069853178531,-0.056109062162598033,0.0379892956689306,-0.0803669882882873,0.15628934217469737,-0.06872396388497722,0.06960220555524091,-0.01620726189950136,0.05952388913733366,0.1306195575394718,0.08655598802768458,0.09344223363947135,0.18004018969287214,0.07264792368042068,0.02599920646404795,0.0636047985799471,0.06634428214128342,0.06489480633957888,0.11185655682996445,0.16539724238815684,0.1080795463560679,0.1580431849092888,-0.011963105637068667,0.006450163861211337,0.1353020689333377,0.15668343709461158,0.04536211697335254,0.08101744641146287
season_status,0.15893388535579617,0.0974203544514941,0.07300352546907667,0.13357050481830496,-0.0860216592548194,0.06914063471511012,-0.0018443300549782207,-0.05342962117756284,1.0,0.10062141455648753,0.14405347594661302,0.15187635493990315,0.041330426358406336,0.13611818464471173,-0.11028281254560911,0.050762840872149384,-0.04696678291827613,-0.04461473103955934,0.05236088368379147,-0.016989265543501504,0.029582762683692868,0.04788872222431148,-0.005105303808177809,0.04335108750877635,0.09802505484097573,0.1268111115276932,0.12799577377711868,0.09705444102018443,0.12106555294136391,0.08795033979610863,0.13003716825604125,0.11789202670391934,0.013304785613778194,0.08458756903199227,0.054011173701069906,0.14504510453145208,0.08817315042208439,0.02375299424093971,-0.010922986709661997,0.1241602579473399,-0.07325924971096325,-0.022581856113460898,-0.016205184644654796,0.08622335698941945,-0.11256854598995772,0.13463327277751136
TO_User_M,0.19354541456921445,0.2678127935141297,0.27880438523743467,0.1962834592903171,0.051029129429092664,-0.03268940660591197,0.3808417093491131,-0.004925379585484731,0.10062141455648753,1.0,0.11230492011439783,0.26305949162515263,0.08376066708823493,0.07672232034120756,-0.005908945731846905,0.07323113662987896,-0.04763439142484937,0.13807399402700404,0.08324730747549212,-0.00961160815218172,-0.11182489751493559,0.014576221046751468,0.21126956833732874,0.06202319126546935,-0.07175418732170095,0.15203541004161478,0.08371282530831571,0.08718142559959867,0.05085906134824332,0.10037297796688549,0.11954691944035559,0.17575234739174778,0.08172616989402436,0.029366403734482648,-0.0786954242192245,-0.04700695512358105,-0.009615061388674765,0.015225575291304898,0.0611564087275849,0.19712593563817513,0.1218425690417809,0.048944839575760526,0.13891212131207933,0.15963435987151756,0.1105111382288884,0.07513921447289106
lgs_sentiment_style,0.278035437037663,0.20276065976197666,0.17840940461663746,0.1997778960314203,0.1083679037077573,0.10823830592212513,0.2640655226606665,-0.05905047029412175,0.14405347594661302,0.11230492011439783,1.0,0.07726343883868472,0.11771753145726081,-0.04277116004149833,0.028100830145741967,0.003783332733651148,-0.018322735429579934,0.09663132954438901,0.16650457763771084,0.29480084309080407,-0.09722514510962274,-0.02258177314081265,0.12936928403223436,0.1016258770116719,0.029215323370153562,0.019097147720559312,0.14702601358235318,0.15421435685090737,0.15296368882941608,0.08212383124255832,0.16401554128178053,0.19756912855377912,0.19912058321648743,0.08074232514175964,0.15545168671505546,0.10700284114209248,0.18772654394412594,0.22076005805315418,0.1975459225473329,0.21130278869234104,0.27995378925155284,0.09831166575666153,0.21681043295154895,0.22063519554459293,0.019228003677480402,0.17907242640718324
lgs_agent_gender,-8.162995736511117e-05,-0.05966116678179415,0.010224299714458873,-0.0423592814716879,0.043089920136187634,0.027622036532407936,0.11402018656497503,-0.007530652195546804,0.15187635493990315,0.26305949162515263,0.07726343883868472,1.0,-0.0005927885405419056,0.07811092614060833,-0.012503414700604197,-0.06647269588629848,-0.13637282859228222,-0.0068133691404063815,0.011841801741128371,-0.05539407507797646,0.015315901854981651,0.11055331080619504,0.20188381412951964,-0.019354122120199994,0.12420509909280766,-0.07671342531107388,0.0493829551079482,0.028501940396766907,0.12865216657828796,0.14377242360551107,0.16251969016706294,0.13365367510358991,0.08645468766350402,0.05125291897184356,0.035898724209100875,-0.039740481772549435,0.05609675221880847,0.06440387295215828,0.030577039999539497,-0.03520951535703771,0.035709277934853505,-0.022808094556345308,0.0014827030560273682,0.01729856264164636,0.02570487793123847,-0.01824108992807982
TO_length_in_sec,0.10890492211995521,0.03433202724140786,0.02309164653308495,0.09934954055033209,-0.1680443576473347,-0.08662340257228164,0.04986201519335985,0.057251501313303116,0.041330426358406336,0.08376066708823493,0.11771753145726081,-0.0005927885405419056,1.0,0.03421592798787425,-0.12695062266540985,0.09025110395410979,-0.022746619438898646,-0.14986227431062588,0.08614408579416914,0.10706750170832756,-0.056238482870084434,0.092681304963821,0.12428590813877696,0.07035047655987925,-0.04370917602653946,0.20634146566707548,0.06897909331656617,0.055346360272378554,-0.024892243918299993,0.06192999320576778,0.07704896207007142,0.09214354211409514,0.07634759917999981,-0.025042670609918834,0.02992545197175568,0.075976349140602,0.01867266346420472,0.1746626744516095,0.1498172981054689,0.18704583199761873,0.09020357064792217,0.12563461184042962,0.16236762723359435,0.10839427168651367,-0.09973261778762495,0.18373271110833908
is_decision_maker,0.08481974742846796,0.09700409852465111,0.13511172478410366,0.11086994014251499,-0.07298464963510613,0.02592561345405156,0.06621863114736336,-0.02621368307676718,0.13611818464471173,0.07672232034120756,-0.04277116004149833,0.07811092614060833,0.03421592798787425,1.0,-0.21633238204110783,0.652078752855381,0.2945277048839684,0.11065756441604165,-0.014238736594939835,-0.3350022493266369,0.35060773177817206,0.3512463702888727,0.2039572406096335,-0.2139490086524273,-0.03220586990163665,0.05401408214191446,0.09166340916257916,-0.04355782257414098,-0.1686737858955655,-0.1008610176598854,-0.007590762491964696,0.07227758921983468,-0.19680381265317665,-0.04466902439498187,-0.0057804711327150695,0.02113980861550477,-0.12127166514452876,-0.022891547803189655,-0.044942675172471726,-0.028006285943276473,-0.08920915532429648,0.0924098066088231,-0.03031957379164313,0.0007079156485889382,-0.05654393126486558,-0.09692699886760711
ready_for_customers,0.05255703155703227,0.09648293131095544,0.12566106061098736,0.1313007795655293,-0.04095033540742742,-0.032342787607629285,0.0868018212133404,0.016235256288947245,-0.11028281254560911,-0.005908945731846905,0.028100830145741967,-0.012503414700604197,-0.12695062266540985,-0.21633238204110783,1.0,-0.053662342481534286,-0.131029269170887,-0.03814607761064614,0.05091574705606792,0.14313972142748976,-0.1924647841268547,-0.25708576729982385,-0.1406790479153602,0.15818812304195676,-0.08442703269545311,-0.07674950417931643,-0.039603824760583495,0.12039464693257465,0.0418663613270003,0.08841287913864779,0.1317201186459495,0.1120508057708882,0.06278389172371901,0.13623893514708527,0.13328906578921226,0.03470973536396475,0.07444071465337497,-0.020540606529270432,-0.05811186714752382,0.20379194907933665,0.011002681084278319,0.11299675635911194,-0.0010608027176352713,0.06850163474815896,0.16951624697103282,0.06680976767238926
forbidden_industry,0.06230087818956106,0.09246445160177354,0.07245850867381651,0.07816656985188497,-0.03666267120243633,0.0722554040062062,0.024991007733970276,0.0413584163973858,0.050762840872149384,0.07323113662987896,0.003783332733651148,-0.06647269588629848,0.09025110395410979,0.652078752855381,-0.053662342481534286,1.0,0.24253653489239824,-0.004620551256975817,-0.010665798890715235,-0.04161784118140397,0.051600535915450885,-0.017921638298115345,0.005744404335247836,-0.22369899924288056,-0.006982060468250995,0.11596944775214264,0.08872878714342294,0.028244225401257882,-8.888960073640013e-05,-0.09849684616779232,0.03540961111383475,0.08466238326886587,-0.06768163112386837,-0.05792771630925231,0.024234078487389187,0.00872418567685962,-0.07969082947250573,0.041850178116584064,-0.02979621453931107,0.06351142474084873,-0.07128774117015285,0.17386070849628713,-0.026163696496742772,0.05533153776192386,0.04248174369624363,-0.005253659590124178
ready_to_transfer,0.042281898006987305,0.14499302835212163,0.1421883633591563,0.1397135560575149,0.08720389057852236,0.0900318290755224,0.08781459439149193,0.04706343967793586,-0.04696678291827613,-0.04763439142484937,-0.018322735429579934,-0.13637282859228222,-0.022746619438898646,0.2945277048839684,-0.131029269170887,0.24253653489239824,1.0,0.08586742841441605,0.005742569983580759,-0.2247937322714959,0.1619329714517982,0.2841813918353206,0.0522239300992893,0.04007006147042303,-0.054666619779791904,0.12391962635265419,-0.005283596967921175,-0.020900782118565213,0.005371804702979172,-0.053519577432221487,-0.05087045773316415,0.0732410812332172,-0.027124252462626494,0.014381283225842817,-0.14596348503038264,-0.1755148419930849,-0.10705811128166016,-0.04140936370259803,-0.0456080074952601,0.03473109467919306,0.005823752429918825,0.06401228028199149,0.04719264580799552,-0.006018278507637193,-0.046999272339474284,-0.03700509479504288
customer_sentiment_lgs,0.16606939062101564,0.2140547134587645,0.23508581340051668,0.14363204209534877,0.10252364007892992,0.02091290850050151,0.26433743069424365,-0.11010931322186665,-0.04461473103955934,0.13807399402700404,0.09663132954438901,-0.0068133691404063815,-0.14986227431062588,0.11065756441604165,-0.03814607761064614,-0.004620551256975817,0.08586742841441605,1.0,0.015163778147600797,-0.14188507612214007,0.15211568522409163,0.08578855971511655,0.14041203338665045,0.09048734479784817,-0.09492157136218903,0.03749007523584387,0.124275139686007,0.05631837379299706,-0.039364010169301224,-0.06393223984729754,0.08730341260141579,0.11388148001333998,0.009600445966877156,0.021166235750428794,-0.10189276282857562,-0.09856740237160558,-0.09085660193696536,-0.02746595482363269,0.013942007109480377,0.043356102197840356,0.0851920988374676,-0.07049074723675688,0.11759658547539763,0.005630165001761108,0.11650402772930352,0.024546606893831445
customer_sentiment_omc,0.26303436576214045,0.1820885096948726,0.23538976566576522,0.25300154882199827,-0.0913933272733839,0.049191904552172455,0.22007247835131583,0.1267069853178531,0.05236088368379147,0.08324730747549212,0.16650457763771084,0.011841801741128371,0.08614408579416914,-0.014238736594939835,0.05091574705606792,-0.010665798890715235,0.005742569983580759,0.015163778147600797,1.0,0.16488036564773995,-0.042885257082732345,0.0012214523695802562,0.04797853539229071,0.12447250154543125,-0.04466081442420131,-0.04503692337041159,0.3817333880230507,0.32802957602316457,0.36498453269662323,0.3404255553957879,0.3988807774414272,0.4026897413004515,0.16844692049075535,0.15820445198946903,0.2962170897253311,0.1793938233109293,0.3979187839767859,0.45914294651983284,0.3741830886092913,0.34365405054344467,0.20025496614823374,0.15033546965139882,0.3094161915348991,0.2686316957041753,0.002627315843624575,0.40550120128709105
customer_language,0.16080429476405353,0.08772110290373628,0.0044660320293247865,0.07588832657396659,0.012245292012892608,0.005947334386248032,-0.03866025357495541,-0.056109062162598033,-0.016989265543501504,-0.00961160815218172,0.29480084309080407,-0.05539407507797646,0.10706750170832756,-0.3350022493266369,0.14313972142748976,-0.04161784118140397,-0.2247937322714959,-0.14188507612214007,0.16488036564773995,1.0,-0.38173769916164146,-0.40020401935360117,-0.24905624160125636,0.14165106658429127,0.14672295860865583,0.10256891585798648,0.01749362703301478,0.16780858121168932,0.27241271056952526,0.11018205661279827,0.17511819965547862,0.1514575980179665,0.07945376920759231,0.0842621084738575,0.21180068020844958,0.214216943862702,0.20926689786476202,0.20377209635287644,0.16574244185398052,0.12830063318121546,0.1362224652481024,0.04328562713877204,0.13058735578357963,0.1316835313057925,0.06487111719888213,0.27628079902063124
customer_knows_marketing,0.03684750862855232,0.1041677098949048,0.08524671640879702,0.11174234521614007,0.059901771340617284,0.10329347925918285,0.02779249318525957,0.0379892956689306,0.029582762683692868,-0.11182489751493559,-0.09722514510962274,0.015315901854981651,-0.056238482870084434,0.35060773177817206,-0.1924647841268547,0.051600535915450885,0.1619329714517982,0.15211568522409163,-0.042885257082732345,-0.38173769916164146,1.0,0.30888732581122086,0.17997221152054096,-0.11191864210982012,0.0004966115580253548,0.00677313421845606,0.0006671927762768729,0.002490408455164808,-0.1502368061808333,-0.061755451100406644,-0.09638607241221937,-0.07296620273679147,-0.11442737119246767,0.009790039047980889,-0.020849499427006476,-0.010448920068057048,-0.07921653675030602,-0.06634286224424303,-0.06906987068876792,-0.0422296399263443,-0.032616446745013766,0.064902837557468,0.010246271240171873,-0.11538463246257794,-0.07031733869311702,-0.15101534317299772
