,LQ_Company_Name,LQ_Company_Address,LQ_Service,LQ_Customer_Name,Calls Count,Connection Made Calls,TO_Event_O,timezone,season_status,TO_User_M,lgs_sentiment_style,lgs_agent_gender,TO_length_in_sec,is_decision_maker,ready_for_customers,forbidden_industry,ready_to_transfer,customer_sentiment_lgs,customer_sentiment_omc,customer_language,customer_knows_marketing,customer_availability,who_said_hello_first_lgs,customer_marketing_experience,technical_quality_score,technical_quality_issues,TO_OMC_Disposiion,omc_agent_sentiment_style,omc_who_said_hello_first,customer_talk_percentage,total_discovery_questions,total_buying_signals,time_to_reason_seconds,location_mentioned,business_type_mentioned,within_45_seconds,call_structure_framed,total_objections,objections_acknowledged,price_mentions_final_2min,timeline_mentions_final_2min,contract_mentions_final_2min,objections_rebutted,total_interruptions,commitment_type,call_result_tag,TO_OMC_Duration
lgs_sentiment_style,-0.012614162001295046,0.07777943004911606,-0.006905454904280521,0.008022159471612713,-0.059191586116382984,-0.041773426849004175,0.009459977489082692,-0.1769151895008927,-0.1546809599835558,0.17276041261420136,1.0,-0.12627601903051763,0.12711027779427536,0.39579587468920285,0.004707242380267905,0.16502407940930486,0.07459006517757304,-0.08930616541253975,-0.04098612579387554,0.4291078168714114,0.27010180118800836,0.007500867919228557,0.32119578209536087,-0.011038032782288034,-0.15689494730773845,0.033696280525837966,0.13066923544321413,-0.2730150468349681,-0.019275040847429148,-0.011946446838011406,0.022601752273260087,-0.0005710404063067018,0.1511225679358399,-0.15569055817017846,0.14803178870139147,-0.0884557913264774,-0.03198380827336691,0.05792995433110881,0.09521343248060028,0.02290115625106259,0.08493758963200465,-0.03834024995690577,0.04524398666605404,0.03465094692663119,0.04520540085321415,-0.018533946900276797,0.009460668722779236
lgs_agent_gender,0.36949354178447913,0.3644087798204493,0.30517325783452065,0.3614406573422379,-0.019975085033253386,0.08939285225560077,0.42828484571741027,0.017637973321520065,0.18911160742641606,0.5761093688158451,-0.12627601903051763,1.0,0.16707763561621586,0.09738111460496585,-0.058203427246996925,0.07971851740221166,-0.10248981105915342,-0.11054780638916331,0.09313799468698931,-0.08943910547176151,-0.1725243551328126,0.08219739959936564,-0.011211213233271875,-0.08284524408470699,0.16303334857186852,0.2037134932896717,0.012526201914659042,0.1039599835631609,-0.012516846928044452,0.18577700279648474,0.2881759272040431,0.36495597669817337,0.043970205846946164,0.0056435899569948446,-0.06856516004334423,-0.11325508454524764,-0.07555250299083882,0.16648140503144032,0.22649908882105238,0.10847373323067291,0.07557394587733633,0.11381509859888078,0.07916468871171098,0.11621510890341336,0.09472276367351115,0.17130104183051614,0.4265052200764612
TO_length_in_sec,0.20516100601784476,0.298169974230944,0.17698848565799302,0.22977649521610666,-0.21348175695637242,-0.0834209069534719,0.2729407847035634,0.07220281622740526,0.04035510473235015,0.1351705861117361,0.12711027779427536,0.16707763561621586,1.0,0.03134444811690783,-0.1402940748629581,-0.038292707292347426,0.1904803076335747,-0.059030760137029,-0.04819343157430381,0.16704553008015355,0.1809604709994715,-0.2136894820397686,0.33801846737624347,0.14628973299838827,-0.12709051367388477,0.016488902012315614,0.08447516499633742,-0.02903467897030644,0.18440337290774736,0.11256661715276364,0.05682258486655226,-0.06210578651665286,0.12745421566403808,0.13614864269664734,0.09070862541473462,-0.02131664058129151,0.14664321119722656,0.08982497349374854,0.13948794330048714,0.12587462440920272,0.047278716464441504,0.155283532822308,0.05284944177301253,0.03500054010488142,-0.02418350091782625,0.09831894545304073,0.27202121224376574
is_decision_maker,-0.04246459461682314,0.03996366773113254,0.0032978851533520584,0.0040931948402850955,0.024234287778736836,-0.03187545112567722,0.03351441631535548,-0.1277893341427564,-0.17121512967581448,0.21091760913576965,0.39579587468920285,0.09738111460496585,0.03134444811690783,1.0,-0.08002325978556561,0.5969586661761491,0.05394771400602698,-0.10369192439359638,-0.08492049622340146,0.5075214012330432,0.3084892276942012,-0.007934963125900462,0.1556733651034038,0.15029300565241588,0.040264684259420896,0.002821568899200644,0.06041718459763013,-0.04530731116733773,-0.16363495577730325,0.09684006342029641,0.00249635105998902,0.04741426159062172,0.11744401608722038,-0.15185811554240264,-0.04141738294649304,-0.1590993526172656,-0.17571907404279177,0.257346652220802,0.18978743845287757,-0.048863345972838444,0.2438422873011865,-0.18982989706186806,0.25597670475158846,0.10256671043005114,0.13274991265839364,0.0871535262899958,0.03348003346946892
ready_for_customers,0.024315769964671802,0.014406757911153171,0.09992673617814664,0.1123058059695385,0.03380729709162232,0.23444438682739357,0.07314559794423654,-0.16873229618669996,0.18667258647670906,-0.08660975532246186,0.004707242380267905,-0.058203427246996925,-0.1402940748629581,-0.08002325978556561,1.0,0.08346761234189007,-0.05973521650411162,0.48218322916987694,0.08621375485132557,-0.3136892348128024,-0.1210187258978593,0.0418555438709717,-0.09588130616471606,0.014413420106109246,0.21105256731446337,0.16013605916192555,0.17179608936840282,0.15643669599171414,-0.05532702612866509,-0.08309864666004081,-0.12460585041258007,0.042271007552387614,-0.20626021638789915,-0.1730244931059591,0.06094877807486905,-0.06402645851622399,-0.014512354196923857,0.027761647021521223,0.08440430881806545,-0.25921877008151534,-0.0945168821384885,-0.12830185100810082,-0.05373739659134853,-0.09316643848496764,0.10205429115191149,0.04774087211478757,0.0749882334482052
forbidden_industry,0.0,0.1547342316480109,0.14704293826767356,0.1472695007229081,0.22484851548049173,-0.025029568313113763,0.16223709022117513,-0.017937389650729246,-0.009442147048117754,0.11837592097509181,0.16502407940930486,0.07971851740221166,-0.038292707292347426,0.5969586661761491,0.08346761234189007,1.0,-0.11671483678960286,0.10736503226904633,-0.022558823468455166,0.012855521112616288,0.022970567172326956,-0.19877187446818026,-0.022790403079530484,0.12240492372695043,0.07324152791263314,0.018553500451128024,0.08342443083632987,-0.005929445178544059,-0.01532143394565698,0.11431585147845172,-0.06374313675237665,0.0340784186349423,0.06772313945808403,-0.04623730860503932,0.1596543469170523,0.09085790815703204,-0.022996655275194993,0.15561863459086195,0.2159559466697999,-0.1310398118077444,0.30285167364536464,-0.2791506402642474,0.2527955742737446,-0.016549821846976526,0.0950167402411509,0.005987930220248653,0.16409991312159047
ready_to_transfer,0.0446596636789102,0.019973193911047512,-0.024486128189053765,-0.016359617329829938,-0.04905742988947754,-0.1044355624234626,0.07366449784482264,-0.08244403206559035,0.03788827099937434,0.06465787155291937,0.07459006517757304,-0.10248981105915342,0.1904803076335747,0.05394771400602698,-0.05973521650411162,-0.11671483678960286,1.0,-0.03479802240068609,-0.2188968059559839,0.3095101984352679,0.22379987964294268,0.16566945130421484,0.1684905985594536,0.0677972059361298,0.22387878432891092,-0.18671136610888298,0.13365149866150247,-0.022158965790313626,-0.037330433743763984,0.14825120340657164,0.0834229025347964,0.1235300252562501,0.030571984619549932,-0.1660052772804195,-0.2847293632308741,-0.41197911904316586,-0.11842357765369894,0.12319144869116033,0.07807157610672151,0.07442378593446436,0.1276844673435641,-0.020554538989111172,0.05616439459890936,0.10949104305004365,-0.051582984298331094,0.3043380773067659,0.0746795338273652
customer_sentiment_lgs,-0.02947612153026575,0.0638453296265193,0.021572657630568176,0.16395243207437527,0.05351236389697571,-0.05544250873455552,0.09980767092234849,-0.047385088891492594,0.17739404398066105,-0.11774391830417422,-0.08930616541253975,-0.11054780638916331,-0.059030760137029,-0.10369192439359638,0.48218322916987694,0.10736503226904633,-0.03479802240068609,1.0,0.1879591454065589,-0.3077693531342214,0.008530660021473348,-0.09525368635784641,-0.07899501727620789,-0.00703639045675993,-0.030634675584635097,0.16508144691721385,0.16972264724625258,0.23299409486741934,0.1917389119224852,-0.17934057896166647,-0.23046645800582546,-0.003811487923240833,-0.3266510647929812,0.08322936696541319,0.13594633204963852,0.09063317158848112,0.09612857326973746,-0.20155264472938506,-0.047141333680113376,-0.27357157292956685,-0.04357442207957483,-0.10195766551750168,-0.11836030025528672,-0.20019542973258794,-0.02428624613338652,0.13054974045277587,0.10182621003904241
customer_sentiment_omc,0.2765652509781064,0.3237528784452914,0.31977814731853194,0.3663599676112547,-0.05762413632003181,0.17181176543414797,0.3822141576093501,0.1469750325890429,-0.010013789105764693,0.2774435449495012,-0.04098612579387554,0.09313799468698931,-0.04819343157430381,-0.08492049622340146,0.08621375485132557,-0.022558823468455166,-0.2188968059559839,0.1879591454065589,1.0,-0.24676825796958232,-0.17903149892116407,0.012992129817750022,0.05396442169223211,0.01837515742139565,0.19374309514094745,0.3679868948050868,0.4861487884147647,0.3290312387871329,0.13307539860006426,-0.15123933969670966,0.12728787738327793,0.2947149524336397,-0.12841058082313922,0.13494891386695385,0.11235889872213925,0.209639980115722,0.163493510965686,-0.012243829111069486,0.021339568899277375,0.08752148328847018,0.020563718585753364,0.0325968628701809,0.08819980008540246,-0.009151769221261924,0.09558916346169584,0.11050215338247478,0.38158037915840165
customer_language,-0.07370678172451343,-0.05104222259380956,-0.04177883180944731,-0.09755735669494058,-0.013390497244614196,0.06084343084444759,-0.07887520116840946,-0.029821961162435028,-0.14345348813014266,0.1024573459015715,0.4291078168714114,-0.08943910547176151,0.16704553008015355,0.5075214012330432,-0.3136892348128024,0.012855521112616288,0.3095101984352679,-0.3077693531342214,-0.24676825796958232,1.0,0.5304636871228879,0.42607859456912406,0.44320263021395917,0.25703243910759827,-0.02347312014551759,0.04603092001847788,-0.10769598922378916,-0.20630641962629223,-0.26536559639070245,0.12768689464276006,-0.004659112291116616,0.028231166754583686,0.25814368098790463,-0.08281849174905268,-0.15811388300841897,-0.2263846284534354,-0.25155764746872633,0.2136363821311337,0.14301308491870643,0.14085304820676703,0.13385285050977616,0.05584297298002117,0.08504198839538159,0.1965041317417982,0.0053320012534353685,0.2001427047549271,-0.07888096452217347
customer_knows_marketing,0.19806664646767627,0.1425840185658804,0.08043255304375065,0.1418691369297696,0.07177942778058358,-0.05188745216627708,0.11254796978562695,0.12729583184932236,-0.14820319825847278,-0.053711603376269526,0.27010180118800836,-0.1725243551328126,0.1809604709994715,0.3084892276942012,-0.1210187258978593,0.022970567172326956,0.22379987964294268,0.008530660021473348,-0.17903149892116407,0.5304636871228879,1.0,0.16238112693748472,0.3194699712339897,0.08551130791758799,0.002160666984435206,-0.002007766691717612,0.06556855992159585,-0.20107280664268193,-0.1054953499335686,0.04808207126441732,0.15729239610475848,0.17273301898321491,0.15368957028844862,0.08984630886227996,0.006420951071078496,-0.07399568146897317,-0.07491491772643939,0.04678452039345953,0.20423789981779764,-7.061721523469502e-05,0.06247452788841931,-0.08567109050880325,-0.046441705467275496,0.22129808232665488,0.09585094949367769,0.251417696058087,0.11255619358418072
customer_availability,0.04707780486517516,-0.03686882554177541,0.11928235638500473,0.04134101773969505,-0.0555804788514046,0.12762625724537072,0.050136369022199104,0.10125707600193926,0.05252257314388903,0.23001377085846184,0.007500867919228557,0.08219739959936564,-0.2136894820397686,-0.007934963125900462,0.0418555438709717,-0.19877187446818026,0.16566945130421484,-0.09525368635784641,0.012992129817750022,0.42607859456912406,0.16238112693748472,1.0,0.301086203247034,0.24271436476825953,0.29191947700053844,0.05234141029610463,-0.05269524964316417,0.0177581311767593,-0.3931368187447816,0.09724817243738083,0.17524831164918978,0.2753047902647235,0.16453037307595483,-0.17372153387702627,-0.45980480048108946,-0.27797174799415647,-0.36155288148638937,0.108259747304285,0.14287249060751334,0.12070250070339365,0.06381184271247718,0.11713720833914582,-0.021159155351728413,0.23092419250728108,0.0731229065198257,0.4121897360275777,0.05014003245033415
who_said_hello_first_lgs,0.18482583066488967,0.1413410558924821,0.04813040016196954,0.10307163426065553,-0.03956469065790523,0.25635180521634054,0.07801610724394074,0.08597836895669045,-0.23150449164963535,0.12659580597955292,0.32119578209536087,-0.011211213233271875,0.33801846737624347,0.1556733651034038,-0.09588130616471606,-0.022790403079530484,0.1684905985594536,-0.07899501727620789,0.05396442169223211,0.44320263021395917,0.3194699712339897,0.301086203247034,1.0,0.0679787132495944,-0.04716184693145822,0.09314407293088603,-0.08463112230422377,-0.10097932552577231,-0.17982374285495611,0.08094251843447063,0.22751783237497314,0.1461012043206492,0.08208282026778904,0.06292349721177123,-0.2293412361469315,-0.1468306284447402,-0.21472342860910823,0.03239028746580186,0.030219335337923203,0.1392859321891344,-0.0037392056256891773,-0.09899901001484974,0.016316377894137712,0.020340578550877012,0.04210716073145725,0.12282547414434153,0.07901889163039634
customer_marketing_experience,-0.006792234120287017,0.03227192984034333,0.1678223252259875,-0.02773352634582248,-0.13764601366406048,-0.1458573766316712,0.05194993748257698,-0.0023704383401616093,0.04507862804459435,0.09937936299558187,-0.011038032782288034,-0.08284524408470699,0.14628973299838827,0.15029300565241588,0.014413420106109246,0.12240492372695043,0.0677972059361298,-0.00703639045675993,0.01837515742139565,0.25703243910759827,0.08551130791758799,0.24271436476825953,0.0679787132495944,1.0,0.06823736673734071,-0.0020224683156779733,-0.0073588877938646005,0.08634642045157177,-0.0679481585012665,0.06910283547082449,0.02712197611114351,0.017726408580358077,0.21964107007727085,0.13006146867290286,-0.06479727634591216,-0.007860318785000901,0.03094764649130889,0.00023893107236613365,0.0799501153947532,-0.03618192334978015,0.036608338954158215,0.16755735525591922,0.06346039951309619,0.025189357951892494,0.19399085614420142,0.14946098849108772,0.05354392689431863
technical_quality_score,0.030902151933671382,0.05066563272141626,0.21782312391424785,0.08745922222721327,0.04977862953994016,0.05179551521858678,0.06987051030851127,0.15270780468922948,0.09936843915716953,0.33944993826297826,-0.15689494730773845,0.16303334857186852,-0.12709051367388477,0.040264684259420896,0.21105256731446337,0.07324152791263314,0.22387878432891092,-0.030634675584635097,0.19374309514094745,-0.02347312014551759,0.002160666984435206,0.29191947700053844,-0.04716184693145822,0.06823736673734071,1.0,0.2690382016734431,0.08706304445798774,0.0025827495331624136,-0.20021680791227794,0.2628851906530034,0.02016007552059861,0.28601794482117193,-0.06557624982138223,-0.29060148531218977,-0.21809689799309032,-0.31023120233551726,-0.1301689808777048,0.09489929668857705,0.16309823267307832,0.14614933161751267,0.20555702362626904,-0.024341322461985067,0.0010397527341201146,0.2233231515821773,-0.015886811753082365,0.18982426746891162,0.06949539771462525
technical_quality_issues,0.23906002449828376,0.2533541064735398,0.312291926665605,0.2992329917386722,0.01451744021738907,0.22230845002824165,0.2544091768378579,-0.10274385210632998,0.018099701141461796,0.3196452935365584,0.033696280525837966,0.2037134932896717,0.016488902012315614,0.002821568899200644,0.16013605916192555,0.018553500451128024,-0.18671136610888298,0.16508144691721385,0.3679868948050868,0.04603092001847788,-0.002007766691717612,0.05234141029610463,0.09314407293088603,-0.0020224683156779733,0.2690382016734431,1.0,0.12379273019649575,0.06517146448921779,-0.01662437943135419,0.0750598687678061,0.03988293890867183,0.17004721778687548,-0.08367950852057345,-0.10649987318671175,0.1364465115633607,0.028918128322956607,0.02744753766084598,0.14678196016632652,0.26089757465840085,0.004928793806738747,0.037945740172114134,0.03025750830383659,0.22397238707785488,0.17142996320672638,0.04602644739566893,0.06787184088880319,0.2502509718683882
TO_OMC_Disposiion,0.3636882878061385,0.4335032143765651,0.45992586415215475,0.42773332005503995,0.014803556666607902,0.030018042220422907,0.47171386819075656,-0.008486085195813948,0.07004234874768173,0.1974273819638253,0.13066923544321413,0.012526201914659042,0.08447516499633742,0.06041718459763013,0.17179608936840282,0.08342443083632987,0.13365149866150247,0.16972264724625258,0.4861487884147647,-0.10769598922378916,0.06556855992159585,-0.05269524964316417,-0.08463112230422377,-0.0073588877938646005,0.08706304445798774,0.12379273019649575,1.0,0.2616308783435584,0.3344077333092785,-0.21733519703358353,0.0736746337624904,0.18949937863942648,-0.31487263878684685,0.16214607484748256,0.248835376221289,0.14780550086210867,0.3166071143900602,0.0907181457506668,0.17735851708306175,-0.09354109874791038,0.10478086787614203,0.03781641318802021,0.11199094687476568,0.15738515100204456,0.2183696084914948,0.38527195038962964,0.4718046816330093
omc_agent_sentiment_style,0.18499120889661666,0.19830686470526643,0.20119946664347288,0.2708086286017926,0.001354298421350787,-0.06076347125396731,0.26616059924222085,0.08641067327629076,0.21456946194485654,0.08568915915699798,-0.2730150468349681,0.1039599835631609,-0.02903467897030644,-0.04530731116733773,0.15643669599171414,-0.005929445178544059,-0.022158965790313626,0.23299409486741934,0.3290312387871329,-0.20630641962629223,-0.20107280664268193,0.0177581311767593,-0.10097932552577231,0.08634642045157177,0.0025827495331624136,0.06517146448921779,0.2616308783435584,1.0,0.390007862582161,-0.23618216365233255,-0.05244229690524922,-0.08733138012541704,-0.3114079919515817,0.2636123633217774,0.09357630488339767,0.005062829501859805,0.2306575892394931,-0.14649967262126737,-0.1466550024075646,-0.26311357337736063,-0.3613676685108204,-0.1679885112321133,-0.14825658137057857,-0.07994153021602235,0.2000343736121838,0.1095982923178254,0.2645297981517078
omc_who_said_hello_first,0.1562834286255215,0.2077413768079825,0.13623846737249462,0.18277379179221537,0.12960665014676045,-0.07251426049119797,0.13878700071156683,-0.17035188741149102,0.07030508664065414,0.10569029408016169,-0.019275040847429148,-0.012516846928044452,0.18440337290774736,-0.16363495577730325,-0.05532702612866509,-0.01532143394565698,-0.037330433743763984,0.1917389119224852,0.13307539860006426,-0.26536559639070245,-0.1054953499335686,-0.3931368187447816,-0.17982374285495611,-0.0679481585012665,-0.20021680791227794,-0.01662437943135419,0.3344077333092785,0.390007862582161,1.0,-0.33406117489178416,-0.4169866720443366,-0.39003480234823323,-0.35291044795101423,0.438882601330229,0.6017323762052827,0.3701649824486787,0.8355837625180559,-0.3752579001432335,-0.31997266091228743,-0.29285596601102437,-0.23767278498503144,-0.06655462772355683,-0.319551943551892,-0.3569427821960824,-0.0063547719526123765,0.020430548324739794,0.13743556402044466
