Variable,RF_Importance,XGB_Importance,Abs_Correlation,RF_Importance_Norm,XGB_Importance_Norm,Abs_Correlation_Norm,Combined_Score
total_buying_signals,0.1914445560752476,0.633818,0.6538128599912391,1.0,1.0,0.7585782392870163,0.9275734658256404
total_discovery_questions,0.16736456720588258,0.28724244,0.6517138904608191,0.874219516276554,0.4531939,0.7561429359943823,0.6914375805146169
total_interruptions,0.09650445383754509,0.0,0.4826747971798452,0.5040856518250321,0.0,0.5600174303665592,0.34443520724872895
TO_Event_O,0.011529664705211877,0.0020789958,0.8618924537115042,0.06022456287908298,0.0032801148,1.0,0.3222266371812543
price_mentions_final_2min,0.07519059751693034,0.0,0.5206354188723429,0.3927539077547682,0.0,0.6040607695662826,0.3186820985840536
LQ_Company_Address,0.008564885778420725,6.477896e-05,0.8452139345182856,0.044738204909071856,0.00010220436,0.9806489555380173,0.30988882990487066
LQ_Company_Name,0.013763132679552008,0.001336805,0.7839120206563367,0.0718909587282408,0.0021091308,0.9095241723960268,0.2987572830576166
LQ_Customer_Name,0.006107867992102862,0.00021643058,0.7983793871070527,0.031904109039810745,0.0003414712,0.9263097543887873,0.28917887939672027
LQ_Service,0.010807233077938119,0.0006323051,0.763566922735404,0.05645098141986507,0.0009976131,0.8859190255667188,0.2858827157290354
TO_OMC_Disposiion,0.034563936665758146,0.0,0.6199169281876017,0.18054280244026752,0.0,0.719250905978001,0.27896525264749394
TO_length_in_sec,0.0732677738933685,0.057696536,0.2601064409798619,0.38271014540925613,0.091030136,0.30178526318426924,0.2563446751261159
call_result_tag,0.00735384198775662,0.0,0.5780652009851229,0.038412384966779525,0.0,0.6706929600042826,0.21465222273965762
objections_acknowledged,0.04061473104318093,0.0,0.3550029703477583,0.21214879062540304,0.0,0.41188778114837304,0.19781841106340298
call_structure_framed,0.025279534389820616,0.0,0.4294610821024352,0.13204624309026813,0.0,0.49827687927081676,0.19569924886283885
total_objections,0.028929313776943782,0.0,0.3564983531574935,0.15111066289904357,0.0,0.4136227804551842,0.1769755661512205
TO_User_M,0.0105089758735666,0.0,0.3908928511666333,0.054893051487115825,0.0,0.4535285690034297,0.15527113872151943
customer_sentiment_omc,0.012275345213369414,0.0,0.3653934865960182,0.06411958357564668,0.0,0.42394324839781466,0.14962482877082073
timeline_mentions_final_2min,0.012823701863433233,0.0,0.3624187955175278,0.06698389406483231,0.0,0.42049190007044424,0.14959193294382458
omc_agent_sentiment_style,0.01945928179001873,0.0,0.3200041230983761,0.10164447706922639,0.0,0.37128080391047147,0.14695980814737067
objections_rebutted,0.014075188720861555,0.0,0.3065091148678954,0.07352096611892833,0.0,0.35562338844944946,0.13241935467645977
customer_marketing_experience,0.026872258479643082,0.015016274,0.2032109810347884,0.14036574886507033,0.023691777,0.23577301339594733,0.12815203793426003
commitment_type,0.004522400960864561,0.0,0.3186621599311634,0.02362251010724496,0.0,0.3697238078358059,0.1191850208882775
technical_quality_issues,0.006693817250685433,0.0,0.2996445925285446,0.03496478243055612,0.0,0.34765891177977837,0.11653534738462815
customer_sentiment_lgs,0.01306990660696942,6.72106e-05,0.256450515879024,0.06826993086098657,0.00010604086,0.29754352155502695,0.11319464656748342
lgs_sentiment_style,0.010670476120063126,0.0,0.2485588695205796,0.05573663905004997,0.0,0.28838733701661823,0.10602402477250294
location_mentioned,0.0016100392976041733,0.0,0.2506388037425978,0.008409950800436156,0.0,0.2908005548294225,0.0901836492289794
customer_talk_percentage,0.01349859390107924,0.0018303094,0.1780124566834903,0.07050915511942578,0.0028877524,0.20653673891322324,0.08764993924966989
within_45_seconds,0.006277552974493872,0.0,0.2031840254062801,0.032790449115860314,0.0,0.2357417384632197,0.08219917872951701
is_decision_maker,0.0009688774391915196,0.0,0.2215573260331345,0.005060877462667054,0.0,0.25705913200545893,0.07888904671357114
who_said_hello_first_lgs,0.0020788405856862753,0.0,0.2067205807153039,0.01085870827723711,0.0,0.2398449827761204,0.0757540427298691
customer_availability,0.008306118530829564,0.0,0.1735148944468773,0.043386548571090366,0.0,0.20131849826469977,0.07558084147929156
omc_who_said_hello_first,0.0015391344959576048,0.0,0.2043020375730949,0.008039583509246643,0.0,0.23703889817496837,0.07392552368072683
time_to_reason_seconds,0.011415663587716472,0.0,0.1487227789066345,0.05962908437693849,0.0,0.17255375455046681,0.07263630589706851
customer_language,0.004646337692096974,0.0,0.1820149400004848,0.024269886735618237,0.0,0.21118057040259167,0.07184863147824389
ready_for_customers,0.0031415859923174753,0.0,0.183926503990255,0.01640989985154067,0.0,0.21339843874746298,0.06976299657227812
customer_knows_marketing,0.002302212685592892,0.0,0.1606648731335969,0.012025480028212469,0.0,0.18640942085261047,0.060131744265657504
forbidden_industry,0.0,0.0,0.1662874473660449,0.0,0.0,0.19293294267744596,0.057879882803233786
timezone,0.0019881970090262577,0.0,0.1504457033519307,0.010385236591657344,0.0,0.17455275620998584,0.056000659670075816
lgs_agent_gender,0.00506270143482321,0.0,0.1305358918438728,0.026444739608230523,0.0,0.15145264502752712,0.054691452371138816
business_type_mentioned,0.0007071946005805102,0.0,0.1527557022971797,0.0036939916970140756,0.0,0.17723290375658704,0.05446276822093104
contract_mentions_final_2min,0.0,0.0,0.1524338357142436,0.0,0.0,0.1768594620568134,0.05305783861704402
ready_to_transfer,8.48147350087238e-05,0.0,0.1235386069717926,0.00044302505512555407,0.0,0.143334132280434,0.04315529845342414
Calls Count,0.0075514595207789095,0.0,0.0719515199410293,0.03944462916882732,0.0,0.08348085614532272,0.038849877052686374
technical_quality_score,0.005161767644496256,0.0,0.0400598843465007,0.026962206449304388,0.0,0.04647898258534897,0.023380467032861226
Connection Made Calls,0.0,0.0,0.0258583437757198,0.0,0.0,0.030001821763687465,0.00900054652910624
season_status,0.001401464367584959,0.0,0.0132611314358907,0.00732047124408234,0.0,0.015386062818841565,0.007177983781081287
