Variable,Value,Count_Short,Count_Long,Total_Count,Pct_Short,Pct_Long,Pct_Difference,Chi_Square,P_Value,Significant,Direction,Importance_Score
customer_knows_marketing,unknown,46,35,81,56.79,43.21,-13.58,1.3225,0.2501,No,Favors Short Calls,6.79
customer_knows_marketing,No,52,46,98,53.06,46.94,-6.12,0.2774,0.5984,No,Neutral,3.06
customer_knows_marketing,Yes,450,487,937,48.03,51.97,3.95,5.9952,0.0143,Yes,Neutral,1.97
